REQUEST_ID,PICKUP_POINT,DRIVER_ID,STATUS,REQUEST_TIMESTAMP,DROP_TIMESTAMP,REQUEST_HOUR,REQUEST_DAY,TIME_SLOT
2009,City,154,Trip Completed,07-12-2016 13:25,07-12-2016 14:33,13,07-12-2016,Afternoon
2166,City,154,Trip Completed,07-12-2016 17:30,07-12-2016 18:35,17,07-12-2016,Evening
1367,City,155,Trip Completed,07-11-2016 00:05,07-11-2016 01:06,0,07-11-2016,Late Night
447,City,155,Trip Completed,07-11-2016 09:07,07-11-2016 09:57,9,07-11-2016,Morning
1682,City,155,Trip Completed,07-12-2016 07:47,07-12-2016 08:38,7,07-12-2016,Morning
2043,Airport,155,Trip Completed,07-12-2016 14:30,07-12-2016 15:21,14,07-12-2016,Afternoon
438,City,156,Trip Completed,07-11-2016 09:05,07-11-2016 10:14,9,07-11-2016,Morning
636,City,156,Trip Completed,07-11-2016 12:25,07-11-2016 13:09,12,07-11-2016,Afternoon
1938,Airport,156,Trip Completed,07-12-2016 11:21,07-12-2016 12:03,11,07-12-2016,Afternoon
2129,Airport,156,Trip Completed,07-12-2016 17:06,07-12-2016 18:18,17,07-12-2016,Evening
143,Airport,157,Trip Completed,07-11-2016 05:24,07-11-2016 06:01,5,07-11-2016,Morning
784,City,157,Trip Completed,07-11-2016 16:50,07-11-2016 17:23,16,07-11-2016,Afternoon
1020,Airport,157,Trip Completed,07-11-2016 19:17,07-11-2016 20:08,19,07-11-2016,Evening
1262,Airport,158,Trip Completed,07-11-2016 22:00,07-11-2016 23:04,22,07-11-2016,Night
1600,City,158,Trip Completed,07-12-2016 06:39,07-12-2016 07:13,6,07-12-2016,Morning
2016,City,158,Trip Completed,07-12-2016 13:34,07-12-2016 14:36,13,07-12-2016,Afternoon
2370,Airport,158,Trip Completed,07-12-2016 19:37,07-12-2016 20:11,19,07-12-2016,Evening
398,City,159,Trip Completed,07-11-2016 08:26,07-11-2016 09:32,8,07-11-2016,Morning
2163,Airport,159,Trip Completed,07-12-2016 17:30,07-12-2016 18:07,17,07-12-2016,Evening
223,Airport,160,Trip Completed,07-11-2016 06:13,07-11-2016 07:05,6,07-11-2016,Morning
680,City,160,Trip Completed,07-11-2016 13:30,07-11-2016 14:38,13,07-11-2016,Afternoon
887,Airport,160,Trip Completed,07-11-2016 18:10,07-11-2016 18:47,18,07-11-2016,Evening
1689,Airport,160,Trip Completed,07-12-2016 07:51,07-12-2016 08:32,7,07-12-2016,Morning
1939,City,160,Trip Completed,07-12-2016 11:18,07-12-2016 11:54,11,07-12-2016,Afternoon
2182,City,160,Trip Completed,07-12-2016 17:42,07-12-2016 18:30,17,07-12-2016,Evening
163,City,161,Trip Completed,07-11-2016 05:35,07-11-2016 06:49,5,07-11-2016,Morning
706,Airport,161,Trip Completed,07-11-2016 14:12,07-11-2016 15:27,14,07-11-2016,Afternoon
1214,Airport,161,Trip Completed,07-11-2016 21:30,07-11-2016 21:57,21,07-11-2016,Night
1399,City,161,Trip Completed,07-12-2016 02:35,07-12-2016 03:42,2,07-12-2016,Late Night
1574,Airport,161,Trip Completed,07-12-2016 06:26,07-12-2016 07:15,6,07-12-2016,Morning
1870,City,161,Trip Completed,07-12-2016 10:01,07-12-2016 10:42,10,07-12-2016,Afternoon
2267,Airport,161,Trip Completed,07-12-2016 18:33,07-12-2016 19:36,18,07-12-2016,Evening
2658,Airport,161,Trip Completed,07-12-2016 23:18,13-07-2016 00:03,23,07-12-2016,Night
445,City,162,Trip Completed,07-11-2016 09:06,07-11-2016 10:05,9,07-11-2016,Morning
1100,Airport,162,Trip Completed,07-11-2016 20:10,07-11-2016 20:52,20,07-11-2016,Evening
1961,City,162,Trip Completed,07-12-2016 11:53,07-12-2016 12:27,11,07-12-2016,Afternoon
675,City,163,Trip Completed,07-11-2016 13:24,07-11-2016 13:55,13,07-11-2016,Afternoon
1996,Airport,163,Trip Completed,07-12-2016 12:57,07-12-2016 14:06,12,07-12-2016,Afternoon
2510,City,163,Trip Completed,07-12-2016 21:01,07-12-2016 21:50,21,07-12-2016,Night
602,City,164,Trip Completed,07-11-2016 11:38,07-11-2016 12:57,11,07-11-2016,Afternoon
981,City,164,Trip Completed,07-11-2016 19:01,07-11-2016 19:39,19,07-11-2016,Evening
1317,Airport,164,Trip Completed,07-11-2016 22:57,07-11-2016 23:52,22,07-11-2016,Night
2112,Airport,164,Trip Completed,07-12-2016 16:32,07-12-2016 17:03,16,07-12-2016,Afternoon
2365,City,164,Trip Completed,07-12-2016 19:34,07-12-2016 20:12,19,07-12-2016,Evening
741,Airport,165,Trip Completed,07-11-2016 15:39,07-11-2016 16:27,15,07-11-2016,Afternoon
1873,City,165,Trip Completed,07-12-2016 09:59,07-12-2016 10:44,9,07-12-2016,Morning
2134,Airport,165,Trip Completed,07-12-2016 17:14,07-12-2016 17:44,17,07-12-2016,Evening
248,City,166,Trip Completed,07-11-2016 06:38,07-11-2016 07:45,6,07-11-2016,Morning
1321,Airport,166,Trip Completed,07-11-2016 23:01,07-12-2016 00:05,23,07-11-2016,Night
1997,City,166,Trip Completed,07-12-2016 13:02,07-12-2016 13:57,13,07-12-2016,Afternoon
2544,City,166,Trip Completed,07-12-2016 21:22,07-12-2016 21:51,21,07-12-2016,Night
500,Airport,167,Trip Completed,07-11-2016 09:38,07-11-2016 10:12,9,07-11-2016,Morning
1518,City,167,Trip Completed,07-12-2016 05:50,07-12-2016 06:38,5,07-12-2016,Morning
1679,City,168,Trip Completed,07-12-2016 07:46,07-12-2016 08:24,7,07-12-2016,Morning
2276,Airport,168,Trip Completed,07-12-2016 18:38,07-12-2016 19:46,18,07-12-2016,Evening
759,City,169,Trip Completed,07-11-2016 16:16,07-11-2016 16:47,16,07-11-2016,Afternoon
2524,Airport,169,Trip Completed,07-12-2016 21:09,07-12-2016 21:55,21,07-12-2016,Night
33,Airport,170,Trip Completed,07-11-2016 02:17,07-11-2016 03:31,2,07-11-2016,Late Night
699,Airport,171,Trip Completed,07-11-2016 14:02,07-11-2016 15:02,14,07-11-2016,Afternoon
821,City,171,Trip Completed,07-11-2016 17:34,07-11-2016 17:57,17,07-11-2016,Evening
2085,City,171,Trip Completed,07-12-2016 15:41,07-12-2016 16:27,15,07-12-2016,Afternoon
2346,Airport,171,Trip Completed,07-12-2016 19:17,07-12-2016 20:04,19,07-12-2016,Evening
714,City,172,Trip Completed,07-11-2016 14:28,07-11-2016 15:34,14,07-11-2016,Afternoon
792,Airport,172,Trip Completed,07-11-2016 17:01,07-11-2016 17:44,17,07-11-2016,Evening
1341,Airport,172,Trip Completed,07-11-2016 23:26,07-12-2016 00:06,23,07-11-2016,Night
1745,City,172,Trip Completed,07-12-2016 08:22,07-12-2016 09:13,8,07-12-2016,Morning
1971,City,172,Trip Completed,07-12-2016 12:08,07-12-2016 13:25,12,07-12-2016,Afternoon
2632,City,172,Trip Completed,07-12-2016 22:19,07-12-2016 23:21,22,07-12-2016,Night
752,Airport,173,Trip Completed,07-11-2016 16:03,07-11-2016 17:08,16,07-11-2016,Afternoon
1336,City,173,Trip Completed,07-11-2016 23:17,07-11-2016 23:52,23,07-11-2016,Night
1836,Airport,173,Trip Completed,07-12-2016 09:37,07-12-2016 10:19,9,07-12-2016,Morning
2447,Airport,173,Trip Completed,07-12-2016 20:24,07-12-2016 21:36,20,07-12-2016,Evening
426,City,174,Trip Completed,07-11-2016 08:48,07-11-2016 09:53,8,07-11-2016,Morning
1320,City,174,Trip Completed,07-11-2016 22:52,07-12-2016 00:06,22,07-11-2016,Night
1588,City,174,Trip Completed,07-12-2016 06:32,07-12-2016 07:19,6,07-12-2016,Morning
2375,Airport,174,Trip Completed,07-12-2016 19:38,07-12-2016 20:38,19,07-12-2016,Evening
545,City,175,Trip Completed,07-11-2016 10:06,07-11-2016 10:42,10,07-11-2016,Afternoon
778,City,175,Trip Completed,07-11-2016 16:39,07-11-2016 17:18,16,07-11-2016,Afternoon
1289,City,175,Trip Completed,07-11-2016 22:26,07-11-2016 22:55,22,07-11-2016,Night
1654,Airport,175,Trip Completed,07-12-2016 07:23,07-12-2016 08:06,7,07-12-2016,Morning
1945,Airport,175,Trip Completed,07-12-2016 11:33,07-12-2016 12:44,11,07-12-2016,Afternoon
2460,City,175,Trip Completed,07-12-2016 20:29,07-12-2016 21:40,20,07-12-2016,Evening
923,City,176,Trip Completed,07-11-2016 18:26,07-11-2016 19:37,18,07-11-2016,Evening
1439,City,176,Trip Completed,07-12-2016 04:45,07-12-2016 05:19,4,07-12-2016,Late Night
2130,City,176,Trip Completed,07-12-2016 17:04,07-12-2016 17:46,17,07-12-2016,Evening
863,City,177,Trip Completed,07-11-2016 17:55,07-11-2016 18:43,17,07-11-2016,Evening
1324,City,177,Trip Completed,07-11-2016 22:59,07-12-2016 00:05,22,07-11-2016,Night
1666,City,177,Trip Completed,07-12-2016 07:37,07-12-2016 08:49,7,07-12-2016,Morning
1797,Airport,177,Trip Completed,07-12-2016 09:15,07-12-2016 09:41,9,07-12-2016,Morning
2279,Airport,177,Trip Completed,07-12-2016 18:38,07-12-2016 19:26,18,07-12-2016,Evening
455,City,178,Trip Completed,07-11-2016 09:17,07-11-2016 10:12,9,07-11-2016,Morning
651,Airport,178,Trip Completed,07-11-2016 12:45,07-11-2016 13:25,12,07-11-2016,Afternoon
742,City,178,Trip Completed,07-11-2016 15:38,07-11-2016 16:25,15,07-11-2016,Afternoon
828,Airport,178,Trip Completed,07-11-2016 17:35,07-11-2016 18:07,17,07-11-2016,Evening
1701,City,178,Trip Completed,07-12-2016 07:58,07-12-2016 08:47,7,07-12-2016,Morning
1985,City,178,Trip Completed,07-12-2016 12:24,07-12-2016 13:29,12,07-12-2016,Afternoon
2277,City,178,Trip Completed,07-12-2016 18:39,07-12-2016 19:34,18,07-12-2016,Evening
483,City,179,Trip Completed,07-11-2016 09:26,07-11-2016 10:04,9,07-11-2016,Morning
628,Airport,179,Trip Completed,07-11-2016 12:19,07-11-2016 13:00,12,07-11-2016,Afternoon
2285,City,179,Trip Completed,07-12-2016 18:34,07-12-2016 19:14,18,07-12-2016,Evening
788,City,180,Trip Completed,07-11-2016 16:53,07-11-2016 17:54,16,07-11-2016,Afternoon
1550,Airport,180,Trip Completed,07-12-2016 06:08,07-12-2016 07:14,6,07-12-2016,Morning
2069,Airport,180,Trip Completed,07-12-2016 15:20,07-12-2016 15:55,15,07-12-2016,Afternoon
2593,City,180,Trip Completed,07-12-2016 21:43,07-12-2016 22:35,21,07-12-2016,Night
1151,Airport,181,Trip Completed,07-11-2016 20:40,07-11-2016 21:38,20,07-11-2016,Evening
1812,Airport,181,Trip Completed,07-12-2016 09:16,07-12-2016 10:09,9,07-12-2016,Morning
1946,Airport,181,Trip Completed,07-12-2016 11:28,07-12-2016 12:32,11,07-12-2016,Afternoon
2646,City,181,Trip Completed,07-12-2016 22:46,07-12-2016 23:45,22,07-12-2016,Night
325,City,182,Trip Completed,07-11-2016 07:34,07-11-2016 08:44,7,07-11-2016,Morning
1015,City,182,Trip Completed,07-11-2016 19:15,07-11-2016 20:11,19,07-11-2016,Evening
1308,City,182,Trip Completed,07-11-2016 22:41,07-11-2016 23:54,22,07-11-2016,Night
1667,City,182,Trip Completed,07-12-2016 07:42,07-12-2016 08:03,7,07-12-2016,Morning
2436,Airport,182,Trip Completed,07-12-2016 20:15,07-12-2016 20:46,20,07-12-2016,Evening
573,Airport,183,Trip Completed,07-11-2016 10:57,07-11-2016 11:30,10,07-11-2016,Afternoon
789,City,183,Trip Completed,07-11-2016 16:54,07-11-2016 17:36,16,07-11-2016,Afternoon
1525,City,183,Trip Completed,07-12-2016 05:48,07-12-2016 06:46,5,07-12-2016,Morning
169,City,184,Trip Completed,07-11-2016 05:45,07-11-2016 06:48,5,07-11-2016,Morning
537,City,184,Trip Completed,07-11-2016 10:05,07-11-2016 10:57,10,07-11-2016,Afternoon
682,City,184,Trip Completed,07-11-2016 13:32,07-11-2016 14:19,13,07-11-2016,Afternoon
1384,City,184,Trip Completed,07-12-2016 01:15,07-12-2016 02:18,1,07-12-2016,Late Night
2167,Airport,184,Trip Completed,07-12-2016 17:30,07-12-2016 18:30,17,07-12-2016,Evening
2295,City,184,Trip Completed,07-12-2016 18:48,07-12-2016 19:12,18,07-12-2016,Evening
616,Airport,185,Trip Completed,07-11-2016 12:05,07-11-2016 12:48,12,07-11-2016,Afternoon
1056,City,185,Trip Completed,07-11-2016 19:49,07-11-2016 20:28,19,07-11-2016,Evening
1903,City,185,Trip Completed,07-12-2016 10:36,07-12-2016 11:32,10,07-12-2016,Afternoon
2643,City,185,Trip Completed,07-12-2016 22:37,07-12-2016 23:34,22,07-12-2016,Night
1345,Airport,186,Trip Completed,07-11-2016 23:37,07-12-2016 00:09,23,07-11-2016,Night
1874,Airport,186,Trip Completed,07-12-2016 09:56,07-12-2016 10:42,9,07-12-2016,Morning
2413,City,186,Trip Completed,07-12-2016 20:02,07-12-2016 21:16,20,07-12-2016,Evening
320,City,187,Trip Completed,07-11-2016 07:32,07-11-2016 08:44,7,07-11-2016,Morning
717,City,187,Trip Completed,07-11-2016 14:52,07-11-2016 15:46,14,07-11-2016,Afternoon
2074,City,187,Trip Completed,07-12-2016 15:32,07-12-2016 16:24,15,07-12-2016,Afternoon
173,City,188,Trip Completed,07-11-2016 05:45,07-11-2016 06:30,5,07-11-2016,Morning
698,City,188,Trip Completed,07-11-2016 14:00,07-11-2016 14:49,14,07-11-2016,Afternoon
2039,Airport,188,Trip Completed,07-12-2016 14:29,07-12-2016 15:18,14,07-12-2016,Afternoon
2467,Airport,188,Trip Completed,07-12-2016 20:34,07-12-2016 21:41,20,07-12-2016,Evening
2676,Airport,188,Trip Completed,07-12-2016 23:53,13-07-2016 00:26,23,07-12-2016,Night
2445,City,190,Trip Completed,07-12-2016 20:18,07-12-2016 21:04,20,07-12-2016,Evening
146,Airport,191,Trip Completed,07-11-2016 05:29,07-11-2016 06:08,5,07-11-2016,Morning
652,Airport,191,Trip Completed,07-11-2016 12:43,07-11-2016 13:29,12,07-11-2016,Afternoon
1947,Airport,191,Trip Completed,07-12-2016 11:33,07-12-2016 12:09,11,07-12-2016,Afternoon
2236,Airport,191,Trip Completed,07-12-2016 18:16,07-12-2016 19:07,18,07-12-2016,Evening
800,Airport,192,Trip Completed,07-11-2016 17:13,07-11-2016 17:56,17,07-11-2016,Evening
1484,Airport,192,Trip Completed,07-12-2016 05:19,07-12-2016 05:55,5,07-12-2016,Morning
1989,Airport,192,Trip Completed,07-12-2016 12:30,07-12-2016 13:01,12,07-12-2016,Afternoon
392,Airport,193,Trip Completed,07-11-2016 08:23,07-11-2016 09:10,8,07-11-2016,Morning
653,City,193,Trip Completed,07-11-2016 12:47,07-11-2016 13:53,12,07-11-2016,Afternoon
1283,City,193,Trip Completed,07-11-2016 22:09,07-11-2016 23:18,22,07-11-2016,Night
1860,City,193,Trip Completed,07-12-2016 09:55,07-12-2016 10:32,9,07-12-2016,Morning
1910,Airport,193,Trip Completed,07-12-2016 10:41,07-12-2016 11:27,10,07-12-2016,Afternoon
2259,Airport,193,Trip Completed,07-12-2016 18:30,07-12-2016 19:36,18,07-12-2016,Evening
21,Airport,194,Trip Completed,07-11-2016 01:29,07-11-2016 02:05,1,07-11-2016,Late Night
106,City,194,Trip Completed,07-11-2016 05:06,07-11-2016 05:38,5,07-11-2016,Morning
512,Airport,194,Trip Completed,07-11-2016 09:47,07-11-2016 10:55,9,07-11-2016,Morning
760,City,194,Trip Completed,07-11-2016 16:16,07-11-2016 16:54,16,07-11-2016,Afternoon
1098,City,194,Trip Completed,07-11-2016 20:15,07-11-2016 21:03,20,07-11-2016,Evening
1314,Airport,194,Trip Completed,07-11-2016 22:44,07-11-2016 23:51,22,07-11-2016,Night
564,Airport,195,Trip Completed,07-11-2016 10:20,07-11-2016 11:23,10,07-11-2016,Afternoon
1271,Airport,195,Trip Completed,07-11-2016 22:00,07-11-2016 22:38,22,07-11-2016,Night
1647,Airport,195,Trip Completed,07-12-2016 07:13,07-12-2016 07:51,7,07-12-2016,Morning
283,Airport,196,Trip Completed,07-11-2016 07:01,07-11-2016 07:32,7,07-11-2016,Morning
489,City,196,Trip Completed,07-11-2016 09:29,07-11-2016 10:21,9,07-11-2016,Morning
1559,Airport,196,Trip Completed,07-12-2016 06:09,07-12-2016 06:53,6,07-12-2016,Morning
2545,Airport,196,Trip Completed,07-12-2016 21:20,07-12-2016 21:53,21,07-12-2016,Night
335,City,197,Trip Completed,07-11-2016 07:39,07-11-2016 08:23,7,07-11-2016,Morning
558,City,197,Trip Completed,07-11-2016 10:15,07-11-2016 11:12,10,07-11-2016,Afternoon
844,City,197,Trip Completed,07-11-2016 17:38,07-11-2016 18:48,17,07-11-2016,Evening
1186,City,197,Trip Completed,07-11-2016 21:05,07-11-2016 22:16,21,07-11-2016,Night
1705,City,197,Trip Completed,07-12-2016 08:08,07-12-2016 09:00,8,07-12-2016,Morning
2469,Airport,197,Trip Completed,07-12-2016 20:43,07-12-2016 21:35,20,07-12-2016,Evening
11,City,198,Trip Completed,07-11-2016 01:00,07-11-2016 01:53,1,07-11-2016,Late Night
519,City,198,Trip Completed,07-11-2016 09:43,07-11-2016 10:54,9,07-11-2016,Morning
1994,Airport,198,Trip Completed,07-12-2016 12:49,07-12-2016 13:48,12,07-12-2016,Afternoon
2483,Airport,198,Trip Completed,07-12-2016 20:46,07-12-2016 21:53,20,07-12-2016,Evening
2635,City,198,Trip Completed,07-12-2016 22:26,07-12-2016 23:33,22,07-12-2016,Night
165,Airport,199,Trip Completed,07-11-2016 05:39,07-11-2016 06:11,5,07-11-2016,Morning
1706,City,199,Trip Completed,07-12-2016 08:11,07-12-2016 09:12,8,07-12-2016,Morning
1821,Airport,199,Trip Completed,07-12-2016 09:31,07-12-2016 10:36,9,07-12-2016,Morning
2629,City,199,Trip Completed,07-12-2016 22:13,07-12-2016 22:51,22,07-12-2016,Night
590,City,200,Trip Completed,07-11-2016 11:20,07-11-2016 12:10,11,07-11-2016,Afternoon
779,Airport,200,Trip Completed,07-11-2016 16:40,07-11-2016 17:14,16,07-11-2016,Afternoon
1085,City,200,Trip Completed,07-11-2016 20:03,07-11-2016 20:58,20,07-11-2016,Evening
1435,City,200,Trip Completed,07-12-2016 04:46,07-12-2016 05:55,4,07-12-2016,Late Night
2007,City,200,Trip Completed,07-12-2016 13:24,07-12-2016 14:24,13,07-12-2016,Afternoon
2381,City,200,Trip Completed,07-12-2016 19:41,07-12-2016 20:53,19,07-12-2016,Evening
406,Airport,201,Trip Completed,07-11-2016 08:36,07-11-2016 09:34,8,07-11-2016,Morning
740,Airport,201,Trip Completed,07-11-2016 15:35,07-11-2016 16:15,15,07-11-2016,Afternoon
1312,City,201,Trip Completed,07-11-2016 22:48,07-11-2016 23:37,22,07-11-2016,Night
1540,Airport,201,Trip Completed,07-12-2016 06:04,07-12-2016 06:55,6,07-12-2016,Morning
1962,City,201,Trip Completed,07-12-2016 11:59,07-12-2016 13:01,11,07-12-2016,Afternoon
2173,Airport,201,Trip Completed,07-12-2016 17:34,07-12-2016 18:33,17,07-12-2016,Evening
197,City,202,Trip Completed,07-11-2016 06:00,07-11-2016 06:49,6,07-11-2016,Morning
819,Airport,202,Trip Completed,07-11-2016 17:29,07-11-2016 18:12,17,07-11-2016,Evening
1527,Airport,202,Trip Completed,07-12-2016 05:52,07-12-2016 07:07,5,07-12-2016,Morning
220,Airport,203,Trip Completed,07-11-2016 06:11,07-11-2016 06:55,6,07-11-2016,Morning
909,Airport,203,Trip Completed,07-11-2016 18:16,07-11-2016 19:07,18,07-11-2016,Evening
1306,Airport,203,Trip Completed,07-11-2016 22:39,07-11-2016 23:46,22,07-11-2016,Night
583,Airport,204,Trip Completed,07-11-2016 11:08,07-11-2016 11:58,11,07-11-2016,Afternoon
772,City,204,Trip Completed,07-11-2016 16:25,07-11-2016 17:36,16,07-11-2016,Afternoon
1142,City,204,Trip Completed,07-11-2016 20:42,07-11-2016 21:40,20,07-11-2016,Evening
1436,City,204,Trip Completed,07-12-2016 04:46,07-12-2016 05:22,4,07-12-2016,Late Night
1986,City,204,Trip Completed,07-12-2016 12:32,07-12-2016 13:05,12,07-12-2016,Afternoon
2508,Airport,204,Trip Completed,07-12-2016 21:04,07-12-2016 22:00,21,07-12-2016,Night
542,Airport,205,Trip Completed,07-11-2016 10:06,07-11-2016 11:02,10,07-11-2016,Afternoon
605,Airport,205,Trip Completed,07-11-2016 11:42,07-11-2016 12:31,11,07-11-2016,Afternoon
1908,Airport,205,Trip Completed,07-12-2016 10:35,07-12-2016 11:40,10,07-12-2016,Afternoon
297,Airport,206,Trip Completed,07-11-2016 07:13,07-11-2016 07:43,7,07-11-2016,Morning
501,City,206,Trip Completed,07-11-2016 09:37,07-11-2016 10:10,9,07-11-2016,Morning
826,City,206,Trip Completed,07-11-2016 17:32,07-11-2016 18:39,17,07-11-2016,Evening
2339,City,206,Trip Completed,07-12-2016 19:19,07-12-2016 20:12,19,07-12-2016,Evening
876,Airport,207,Trip Completed,07-11-2016 17:58,07-11-2016 18:33,17,07-11-2016,Evening
1318,City,207,Trip Completed,07-11-2016 22:51,07-11-2016 23:45,22,07-11-2016,Night
1477,Airport,207,Trip Completed,07-12-2016 05:16,07-12-2016 06:13,5,07-12-2016,Morning
2084,Airport,207,Trip Completed,07-12-2016 15:46,07-12-2016 16:40,15,07-12-2016,Afternoon
2354,Airport,207,Trip Completed,07-12-2016 19:25,07-12-2016 20:09,19,07-12-2016,Evening
1278,City,208,Trip Completed,07-11-2016 22:03,07-11-2016 23:05,22,07-11-2016,Night
2037,City,208,Trip Completed,07-12-2016 14:13,07-12-2016 15:04,14,07-12-2016,Afternoon
2567,Airport,208,Trip Completed,07-12-2016 21:37,07-12-2016 22:26,21,07-12-2016,Night
2008,Airport,209,Trip Completed,07-12-2016 13:23,07-12-2016 14:28,13,07-12-2016,Afternoon
1551,City,210,Trip Completed,07-12-2016 06:10,07-12-2016 06:54,6,07-12-2016,Morning
2041,City,210,Trip Completed,07-12-2016 14:24,07-12-2016 15:13,14,07-12-2016,Afternoon
2666,City,210,Trip Completed,07-12-2016 23:40,13-07-2016 00:22,23,07-12-2016,Night
1471,City,211,Trip Completed,07-12-2016 05:09,07-12-2016 06:01,5,07-12-2016,Morning
1808,Airport,211,Trip Completed,07-12-2016 09:13,07-12-2016 10:30,9,07-12-2016,Morning
2017,City,211,Trip Completed,07-12-2016 13:43,07-12-2016 14:22,13,07-12-2016,Afternoon
575,Airport,212,Trip Completed,07-11-2016 10:59,07-11-2016 11:51,10,07-11-2016,Afternoon
753,Airport,212,Trip Completed,07-11-2016 15:58,07-11-2016 17:05,15,07-11-2016,Afternoon
999,City,212,Trip Completed,07-11-2016 19:06,07-11-2016 20:20,19,07-11-2016,Evening
1534,Airport,212,Trip Completed,07-12-2016 05:59,07-12-2016 06:58,5,07-12-2016,Morning
1773,Airport,212,Trip Completed,07-12-2016 08:57,07-12-2016 10:03,8,07-12-2016,Morning
1890,City,212,Trip Completed,07-12-2016 10:08,07-12-2016 11:16,10,07-12-2016,Afternoon
2609,Airport,212,Trip Completed,07-12-2016 22:00,07-12-2016 22:56,22,07-12-2016,Night
87,City,213,Trip Completed,07-11-2016 04:46,07-11-2016 05:26,4,07-11-2016,Late Night
859,City,213,Trip Completed,07-11-2016 17:49,07-11-2016 18:45,17,07-11-2016,Evening
1170,City,213,Trip Completed,07-11-2016 20:55,07-11-2016 21:28,20,07-11-2016,Evening
2511,City,213,Trip Completed,07-12-2016 21:07,07-12-2016 22:15,21,07-12-2016,Night
600,City,214,Trip Completed,07-11-2016 11:38,07-11-2016 12:47,11,07-11-2016,Afternoon
2053,Airport,214,Trip Completed,07-12-2016 14:50,07-12-2016 15:56,14,07-12-2016,Afternoon
2256,Airport,214,Trip Completed,07-12-2016 18:25,07-12-2016 18:53,18,07-12-2016,Evening
214,City,215,Trip Completed,07-11-2016 06:13,07-11-2016 06:53,6,07-11-2016,Morning
423,City,215,Trip Completed,07-11-2016 08:36,07-11-2016 09:21,8,07-11-2016,Morning
1138,City,215,Trip Completed,07-11-2016 20:30,07-11-2016 21:12,20,07-11-2016,Evening
1977,Airport,215,Trip Completed,07-12-2016 12:24,07-12-2016 13:07,12,07-12-2016,Afternoon
2328,City,215,Trip Completed,07-12-2016 19:12,07-12-2016 20:01,19,07-12-2016,Evening
484,City,216,Trip Completed,07-11-2016 09:24,07-11-2016 10:10,9,07-11-2016,Morning
855,City,216,Trip Completed,07-11-2016 17:50,07-11-2016 18:27,17,07-11-2016,Evening
114,City,217,Trip Completed,07-11-2016 05:10,07-11-2016 05:40,5,07-11-2016,Morning
470,City,217,Trip Completed,07-11-2016 09:22,07-11-2016 10:00,9,07-11-2016,Morning
1446,City,217,Trip Completed,07-12-2016 04:45,07-12-2016 05:38,4,07-12-2016,Late Night
1065,Airport,218,Trip Completed,07-11-2016 19:51,07-11-2016 20:43,19,07-11-2016,Evening
1457,Airport,218,Trip Completed,07-12-2016 04:58,07-12-2016 05:26,4,07-12-2016,Late Night
280,Airport,219,Trip Completed,07-11-2016 07:05,07-11-2016 07:41,7,07-11-2016,Morning
475,Airport,219,Trip Completed,07-11-2016 09:24,07-11-2016 10:21,9,07-11-2016,Morning
1350,City,219,Trip Completed,07-11-2016 23:40,07-12-2016 00:26,23,07-11-2016,Night
609,City,220,Trip Completed,07-11-2016 11:52,07-11-2016 12:47,11,07-11-2016,Afternoon
1414,Airport,220,Trip Completed,07-12-2016 03:25,07-12-2016 04:33,3,07-12-2016,Late Night
1713,Airport,220,Trip Completed,07-12-2016 08:08,07-12-2016 08:45,8,07-12-2016,Morning
1991,City,220,Trip Completed,07-12-2016 12:32,07-12-2016 13:21,12,07-12-2016,Afternoon
2082,Airport,220,Trip Completed,07-12-2016 15:42,07-12-2016 16:38,15,07-12-2016,Afternoon
304,City,221,Trip Completed,07-11-2016 07:21,07-11-2016 07:50,7,07-11-2016,Morning
700,City,221,Trip Completed,07-11-2016 14:05,07-11-2016 14:40,14,07-11-2016,Afternoon
1708,Airport,221,Trip Completed,07-12-2016 08:10,07-12-2016 08:39,8,07-12-2016,Morning
1918,City,221,Trip Completed,07-12-2016 10:56,07-12-2016 12:10,10,07-12-2016,Afternoon
2067,Airport,221,Trip Completed,07-12-2016 15:13,07-12-2016 16:14,15,07-12-2016,Afternoon
1295,City,222,Trip Completed,07-11-2016 22:25,07-11-2016 23:03,22,07-11-2016,Night
1829,Airport,222,Trip Completed,07-12-2016 09:33,07-12-2016 10:20,9,07-12-2016,Morning
2135,City,222,Trip Completed,07-12-2016 17:12,07-12-2016 17:58,17,07-12-2016,Evening
330,Airport,223,Trip Completed,07-11-2016 07:39,07-11-2016 08:52,7,07-11-2016,Morning
626,Airport,223,Trip Completed,07-11-2016 12:10,07-11-2016 13:00,12,07-11-2016,Afternoon
857,City,223,Trip Completed,07-11-2016 17:52,07-11-2016 18:42,17,07-11-2016,Evening
2679,Airport,223,Trip Completed,07-12-2016 23:54,13-07-2016 01:10,23,07-12-2016,Night
904,Airport,224,Trip Completed,07-11-2016 18:11,07-11-2016 19:23,18,07-11-2016,Evening
1459,Airport,224,Trip Completed,07-12-2016 04:59,07-12-2016 05:41,4,07-12-2016,Late Night
2636,Airport,224,Trip Completed,07-12-2016 22:18,07-12-2016 23:29,22,07-12-2016,Night
182,Airport,225,Trip Completed,07-11-2016 05:46,07-11-2016 06:58,5,07-11-2016,Morning
621,Airport,225,Trip Completed,07-11-2016 12:07,07-11-2016 13:04,12,07-11-2016,Afternoon
967,Airport,225,Trip Completed,07-11-2016 18:42,07-11-2016 19:33,18,07-11-2016,Evening
